City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,maputo,-25.9653,32.5892,22.82,94,75,3.6,MZ,1731284072
147,nar'yan-mar,67.6713,53.087,-9.27,90,25,2.99,RU,1731284074
148,dunedin,-45.8742,170.5036,12.67,59,67,3.13,NZ,1731283977
149,taoudenni,22.6783,-3.9836,24.97,21,39,4.41,ML,1731284076
150,santa margherita ligure,44.3346,9.212,13.75,52,6,0.45,IT,1731284077
151,monrovia,6.3005,-10.7969,26.1,86,13,2.0,LR,1731284079
152,codrington,-38.2667,141.9667,18.42,49,24,3.53,AU,1731284080
153,carbonear,47.7332,-53.2148,2.3,73,3,8.84,CA,1731284081
154,manokwari,-0.8667,134.0833,27.99,71,100,0.33,ID,1731284082
155,taro,-8.3862,115.28,24.01,86,37,0.43,ID,1731284083
156,egilsstadir,65.2653,-14.3948,8.95,49,40,8.75,IS,1731284084
157,shiguai,40.7058,110.2856,6.52,70,100,2.5,CN,1731284086
158,devrek,41.2192,31.9558,6.49,74,98,1.09,TR,1731284087
159,alofi,-19.0595,-169.9187,24.94,83,75,7.72,NU,1731284088
160,bull savanna,17.8868,-77.5902,25.19,83,11,3.54,JM,1731284089
161,veinticinco de mayo,-35.4323,-60.1727,15.55,89,100,3.13,AR,1731284091
162,cockburn town,21.4612,-71.1419,27.29,79,100,8.52,TC,1731284092
163,akureyri,65.6835,-18.0878,7.96,57,75,9.26,IS,1731284093
164,papao,-17.75,-149.55,28.82,89,99,8.54,PF,1731284094
165,papatowai,-46.5619,169.4708,12.65,45,71,6.04,NZ,1731284095
166,kangding,30.0513,101.9603,7.52,70,0,1.55,CN,1731284097
167,christchurch,-43.5333,172.6333,16.64,57,27,10.8,NZ,1731284098
168,lebu,-37.6167,-73.65,11.39,87,4,3.74,CL,1731284099
169,laguna,38.421,-121.4238,22.26,32,0,2.57,US,1731283890
170,dickinson,29.4608,-95.0513,25.58,85,100,3.6,US,1731284102
171,kimbe,-5.5502,150.1429,29.49,72,55,1.36,PG,1731284103
172,biskra,34.8504,5.7281,19.52,51,4,5.2,DZ,1731284104
173,sao gabriel da cachoeira,-0.1303,-67.0892,23.6,97,87,0.62,BR,1731284105
174,nova sintra,14.8667,-24.7167,26.77,72,79,8.1,CV,1731284106
175,konarka,19.9,86.1167,21.61,77,56,4.24,IN,1731284108
176,altay,47.8667,88.1167,-2.54,98,100,1.93,CN,1731284109
177,paranhos,-23.8928,-55.4311,24.76,53,0,2.66,BR,1731284110
178,portland,45.5234,-122.6762,13.76,76,100,3.09,US,1731283756
179,tazacorte,28.629,-17.9293,26.19,26,0,5.36,ES,1731284112
180,khanabad,36.6825,69.1156,12.12,71,90,0.3,AF,1731284115
181,santiago de cao,-7.9589,-79.2392,18.07,88,87,2.57,PE,1731284116
182,praia da vitoria,38.7333,-27.0667,20.14,88,75,5.11,PT,1731284117
183,worcester,42.3334,-71.8328,11.47,60,100,8.23,US,1731284118
184,sarangani,5.4033,125.4636,28.14,74,51,0.65,PH,1731284119
185,talnakh,69.4865,88.3972,-24.0,89,72,0.94,RU,1731284121
186,nagqu,31.5,92.0,-4.64,58,5,0.82,CN,1731284122
187,gamba,-2.65,10.0,24.85,90,80,1.53,GA,1731284123
188,songadh,21.1667,73.5667,21.37,47,0,1.99,IN,1731284124
189,puerto leguizamo,-0.1934,-74.7819,22.29,99,100,0.68,CO,1731284125
190,pilona,43.35,-5.3667,14.55,98,72,1.41,ES,1731284127
191,puerto natales,-51.7236,-72.4875,4.41,93,63,2.72,CL,1731284128
192,galliano,29.4422,-90.2992,23.0,88,100,6.17,US,1731284129
193,aral,40.5156,81.2636,6.54,57,4,3.67,CN,1731284130
194,copala,16.65,-98.9833,26.31,82,25,1.76,MX,1731284132
195,djenne,13.9061,-4.5533,25.33,19,4,3.92,ML,1731284133
196,kourou,5.1552,-52.6478,27.18,81,87,3.7,GF,1731284135
197,kabinda,-6.1333,24.4833,18.48,98,100,1.28,CD,1731284136
198,arawa,-6.2132,155.5367,30.33,63,39,1.85,PG,1731284138
199,changuinola,9.4333,-82.5167,24.65,89,100,0.86,PA,1731284139
200,shchyolkino,45.4291,35.8223,8.84,77,97,6.32,UA,1731284140
201,annaba,36.9,7.7667,14.98,100,75,1.54,DZ,1731284141
202,san rafael,-34.6177,-68.3301,18.18,42,31,5.72,AR,1731284143
